14.0158,17.8877,0,0
14.0158,17.8877,0,0
14.0257,17.8837,0,0
17.8241,17.8707,0,0
17.9757,17.8567,0,0
17.8241,17.8427,0,0
17.501,17.8267,0,0
17.501,17.8137,0,0
17.8131,17.8018,0,0
18.4264,17.7908,0,0
19.0247,17.7898,0,0
19.6829,17.7898,0,0
20.34,17.8078,0,0
20.5136,17.8217,0,0
20.6741,17.8407,0,0
20.703,17.8777,0,0
20.703,17.8967,0,0
16.7371,17.9187,0,0
16.5337,17.9377,0,0
16.7371,17.9906,0,0
16.9545,18.0106,0,0
17.7134,18.0296,0,0
17.7134,18.0895,0,0
17.6496,18.0975,0,0
17.6366,18.0985,0,0
17.6366,18.1035,0,0
17.6426,18.1035,0,0
17.6476,18.0755,0,0
17.6476,17.9207,0,0
17.1181,17.8747,0,0
16.7032,17.8627,0,0
15.8945,17.8627,0,0
15.8915,17.9426,0,0
15.8855,17.9676,0,0
15.8775,18.0206,0,0
15.8686,18.0566,0,0
15.8626,18.0665,0,0
15.8516,18.0845,0,0
15.8436,18.1085,0,0
15.8367,18.1395,0,0
15.0299,18.1395,0,0
14.2262,18.1045,0,0
13.566,18.0795,0,0
13.1412,18.0526,0,0
12.7752,18.0266,0,0
12.3494,17.9646,0,0
11.9735,17.9396,0,0
11.1737,17.9117,0,0
10.4547,17.9117,0,0
10.4547,17.9756,0,0
10.5445,17.9966,0,0
10.5564,18.0166,0,0
10.5564,18.0645,0,0
10.5564,18.0645,0,0
11.3203,18.0645,0,0
12.1211,18.0606,0,0
12.9248,18.0606,0,0
13.7365,18.0316,0,0
14.5433,18.0106,0,0
15.351,18.0106,0,0
16.1807,18.1165,0,0
17.0154,18.2094,0,0
17.7972,18.2154,0,0
17.7972,18.2154,0,0
17.7234,18.1725,0,0
17.7234,18.1385,0,0
17.7393,18.0206,0,0
17.7643,17.9357,0,0
17.7862,17.8657,0,0
17.8022,17.7308,0,0
17.8051,17.7308,0,0
17.8071,17.7578,0,0
17.8071,17.7798,0,0
17.8071,17.9317,0,0
17.8061,17.9367,0,0
17.7832,17.9406,0,0
17.7603,17.9406,0,0
17.7503,17.9546,0,0
17.7433,17.9606,0,0
17.7433,17.9776,0,0
17.7533,17.9776,0,0
17.7832,17.8387,0,0
17.8091,17.8197,0,0
17.8261,17.8048,0,0
17.849,17.7938,0,0
17.8859,17.7938,0,0
18.1881,17.9077,0,0
18.1901,17.9676,0,0
18.1931,17.9836,0,0
18.204,17.9836,0,0
18.216,17.9546,0,0
18.231,17.9546,0,0
18.2449,17.9606,0,0
18.2449,17.9806,0,0
18.2449,17.9856,0,0
18.232,17.9856,0,0
18.219,17.9896,0,0
18.208,18.0296,0,0
18.1931,18.0735,0,0
18.1751,18.1025,0,0
17.8969,18.1275,0,0
17.8969,18.1355,0,0
17.8939,18.1385,0,0
17.8949,18.1385,0,0
17.8949,18.1285,0,0
