30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.708,0,0
30.67,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.671,30.709,0,0
30.680,30.708,0,0
